"","ResponseID","ResponseSet","Name","ExternalDataReference","EmailAddress","Status","StartDate","EndDate","Finished","Intro","Place","ID","Nationality","Age","Sex","English_native","Fluency_1","Fluency_2","Speak_eng","Native_lang","Other_lang","Thanks","Descript","Timing_descript_1","Timing_descript_2","Timing_descript_3","Timing_descript_4","Descript_online","Timing_descript_onli_1","Timing_descript_onli_2","Timing_descript_onli_3","Timing_descript_onli_4","Fragment","Timing_fragment_1","Timing_fragment_2","Timing_fragment_3","Timing_fragment_4","Test_1","Test_2","Start_exp_MPI","Start_Exp_Online","partID","variable","value","trialNumber","setNum","context","question","responsePhoneme","responseType","answer","blockName","lastAnswer","contextSample","responseSample"
"4651","R_YRee6Vnx8q5C5Vf","Default Response Set","Anonymous","","","0","2016-06-29 16:15:54","2016-06-29 16:27:41","1","1","1","","british","25","F","1","","","","","","1","","48.014","48.014","48.909","1","1","48.014","48.014","48.909","1","1","3.9","15.437","29.399","2","1","1","","1","O3","IN_1_12","1",29,12,"IN","whQ","wh","Q","No","Online","Yes","IN 12","wh 12"
"4732","R_YRee6Vnx8q5C5Vf","Default Response Set","Anonymous","","","0","2016-06-29 16:15:54","2016-06-29 16:27:41","1","1","1","","british","25","F","1","","","","","","1","","48.014","48.014","48.909","1","1","48.014","48.014","48.909","1","1","3.9","15.437","29.399","2","1","1","","1","O3","ST_1_13","2",30,13,"ST","whQ","wh","Q","Yes","Online","No","ST 13","wh 13"
"5110","R_YRee6Vnx8q5C5Vf","Default Response Set","Anonymous","","","0","2016-06-29 16:15:54","2016-06-29 16:27:41","1","1","1","","british","25","F","1","","","","","","1","","48.014","48.014","48.909","1","1","48.014","48.014","48.909","1","1","3.9","15.437","29.399","2","1","1","","1","O3","ST_3_20","2",31,20,"ST","whNonQ","wh","other","Yes","Online","Yes","ST 20","wh 20"
"4138","R_YRee6Vnx8q5C5Vf","Default Response Set","Anonymous","","","0","2016-06-29 16:15:54","2016-06-29 16:27:41","1","1","1","","british","25","F","1","","","","","","1","","48.014","48.014","48.909","1","1","48.014","48.014","48.909","1","1","3.9","15.437","29.399","2","1","1","","1","O3","ST_2","1",32,2,"ST","oQ","other","Q","No","Online","Yes","ST 2","other 2"
"4462","R_YRee6Vnx8q5C5Vf","Default Response Set","Anonymous","","","0","2016-06-29 16:15:54","2016-06-29 16:27:41","1","1","1","","british","25","F","1","","","","","","1","","48.014","48.014","48.909","1","1","48.014","48.014","48.909","1","1","3.9","15.437","29.399","2","1","1","","1","O3","ST_1_8","2",33,8,"ST","whQ","wh","Q","Yes","Online","No","ST 8","wh 8"
"5056","R_YRee6Vnx8q5C5Vf","Default Response Set","Anonymous","","","0","2016-06-29 16:15:54","2016-06-29 16:27:41","1","1","1","","british","25","F","1","","","","","","1","","48.014","48.014","48.909","1","1","48.014","48.014","48.909","1","1","3.9","15.437","29.399","2","1","1","","1","O3","ST_2_19","1",34,19,"ST","oQ","other","Q","No","Online","Yes","ST 19","other 19"
"4948","R_YRee6Vnx8q5C5Vf","Default Response Set","Anonymous","","","0","2016-06-29 16:15:54","2016-06-29 16:27:41","1","1","1","","british","25","F","1","","","","","","1","","48.014","48.014","48.909","1","1","48.014","48.014","48.909","1","1","3.9","15.437","29.399","2","1","1","","1","O3","ST_17","1",35,17,"ST",NA,"wh","other","No","Online","No","ST 17","wh 17"
"4921","R_YRee6Vnx8q5C5Vf","Default Response Set","Anonymous","","","0","2016-06-29 16:15:54","2016-06-29 16:27:41","1","1","1","","british","25","F","1","","","","","","1","","48.014","48.014","48.909","1","1","48.014","48.014","48.909","1","1","3.9","15.437","29.399","2","1","1","","1","O3","IN_1_17","1",36,17,"IN","whQ","wh","Q","No","Online","No","IN 17","wh 17"
"4624","R_YRee6Vnx8q5C5Vf","Default Response Set","Anonymous","","","0","2016-06-29 16:15:54","2016-06-29 16:27:41","1","1","1","","british","25","F","1","","","","","","1","","48.014","48.014","48.909","1","1","48.014","48.014","48.909","1","1","3.9","15.437","29.399","2","1","1","","1","O3","ST_4_11","1",37,11,"ST","oNonQ","other","other","No","Online","No","ST 11","other 11"
"4408","R_YRee6Vnx8q5C5Vf","Default Response Set","Anonymous","","","0","2016-06-29 16:15:54","2016-06-29 16:27:41","1","1","1","","british","25","F","1","","","","","","1","","48.014","48.014","48.909","1","1","48.014","48.014","48.909","1","1","3.9","15.437","29.399","2","1","1","","1","O3","ST_7","1",38,7,"ST",NA,"wh","other","No","Online","No","ST 7","wh 7"
"4111","R_YRee6Vnx8q5C5Vf","Default Response Set","Anonymous","","","0","2016-06-29 16:15:54","2016-06-29 16:27:41","1","1","1","","british","25","F","1","","","","","","1","","48.014","48.014","48.909","1","1","48.014","48.014","48.909","1","1","3.9","15.437","29.399","2","1","1","","1","O3","IN_1_2","1",39,2,"IN","whQ","wh","Q","No","Online","No","IN 2","wh 2"
"4678","R_YRee6Vnx8q5C5Vf","Default Response Set","Anonymous","","","0","2016-06-29 16:15:54","2016-06-29 16:27:41","1","1","1","","british","25","F","1","","","","","","1","","48.014","48.014","48.909","1","1","48.014","48.014","48.909","1","1","3.9","15.437","29.399","2","1","1","","1","O3","ST_12","2",40,12,"ST",NA,"wh","other","Yes","Online","No","ST 12","wh 12"
"4057","R_YRee6Vnx8q5C5Vf","Default Response Set","Anonymous","","","0","2016-06-29 16:15:54","2016-06-29 16:27:41","1","1","1","","british","25","F","1","","","","","","1","","48.014","48.014","48.909","1","1","48.014","48.014","48.909","1","1","3.9","15.437","29.399","2","1","1","","1","O3","IN_1","1",41,1,"IN","whQ","wh","Q","No","Online","Yes","IN 1","wh 1"
"5191","R_YRee6Vnx8q5C5Vf","Default Response Set","Anonymous","","","0","2016-06-29 16:15:54","2016-06-29 16:27:41","1","1","1","","british","25","F","1","","","","","","1","","48.014","48.014","48.909","1","1","48.014","48.014","48.909","1","1","3.9","15.437","29.399","2","1","1","","1","O3","IN_1_22","1",42,22,"IN","whQ","wh","Q","No","Online","No","IN 22","wh 22"
"4759","R_YRee6Vnx8q5C5Vf","Default Response Set","Anonymous","","","0","2016-06-29 16:15:54","2016-06-29 16:27:41","1","1","1","","british","25","F","1","","","","","","1","","48.014","48.014","48.909","1","1","48.014","48.014","48.909","1","1","3.9","15.437","29.399","2","1","1","","1","O3","IN_3_14","1",43,14,"IN","whNonQ","wh","other","No","Online","No","IN 14","wh 14"
"4219","R_YRee6Vnx8q5C5Vf","Default Response Set","Anonymous","","","0","2016-06-29 16:15:54","2016-06-29 16:27:41","1","1","1","","british","25","F","1","","","","","","1","","48.014","48.014","48.909","1","1","48.014","48.014","48.909","1","1","3.9","15.437","29.399","2","1","1","","1","O3","IN_3_4","1",44,4,"IN","whNonQ","wh","other","No","Online","No","IN 4","wh 4"
"4975","R_YRee6Vnx8q5C5Vf","Default Response Set","Anonymous","","","0","2016-06-29 16:15:54","2016-06-29 16:27:41","1","1","1","","british","25","F","1","","","","","","1","","48.014","48.014","48.909","1","1","48.014","48.014","48.909","1","1","3.9","15.437","29.399","2","1","1","","1","O3","IN_2_18","2",45,18,"IN","oQ","other","Q","Yes","Online","No","IN 18","other 18"
"4516","R_YRee6Vnx8q5C5Vf","Default Response Set","Anonymous","","","0","2016-06-29 16:15:54","2016-06-29 16:27:41","1","1","1","","british","25","F","1","","","","","","1","","48.014","48.014","48.909","1","1","48.014","48.014","48.909","1","1","3.9","15.437","29.399","2","1","1","","1","O3","ST_2_9","2",46,9,"ST","oQ","other","Q","Yes","Online","Yes","ST 9","other 9"
"4705","R_YRee6Vnx8q5C5Vf","Default Response Set","Anonymous","","","0","2016-06-29 16:15:54","2016-06-29 16:27:41","1","1","1","","british","25","F","1","","","","","","1","","48.014","48.014","48.909","1","1","48.014","48.014","48.909","1","1","3.9","15.437","29.399","2","1","1","","1","O3","IN_2_13","1",47,13,"IN","oQ","other","Q","No","Online","Yes","IN 13","other 13"
"4570","R_YRee6Vnx8q5C5Vf","Default Response Set","Anonymous","","","0","2016-06-29 16:15:54","2016-06-29 16:27:41","1","1","1","","british","25","F","1","","","","","","1","","48.014","48.014","48.909","1","1","48.014","48.014","48.909","1","1","3.9","15.437","29.399","2","1","1","","1","O3","ST_3_10","2",48,10,"ST","whNonQ","wh","other","Yes","Online","No","ST 10","wh 10"
"4354","R_YRee6Vnx8q5C5Vf","Default Response Set","Anonymous","","","0","2016-06-29 16:15:54","2016-06-29 16:27:41","1","1","1","","british","25","F","1","","","","","","1","","48.014","48.014","48.909","1","1","48.014","48.014","48.909","1","1","3.9","15.437","29.399","2","1","1","","1","O3","ST_4_6","1",49,6,"ST","oNonQ","other","other","No","Online","Yes","ST 6","other 6"
"4813","R_YRee6Vnx8q5C5Vf","Default Response Set","Anonymous","","","0","2016-06-29 16:15:54","2016-06-29 16:27:41","1","1","1","","british","25","F","1","","","","","","1","","48.014","48.014","48.909","1","1","48.014","48.014","48.909","1","1","3.9","15.437","29.399","2","1","1","","1","O3","IN_4_15","1",50,15,"IN","oNonQ","other","other","No","Online","No","IN 15","other 15"
"2117","R_YWTW4KOswNC8fNT","Default Response Set","Anonymous","","","0","2016-07-02 07:05:26","2016-07-02 07:14:08","1","","1","","Canadian","28","F","1","","","","","","1","","0.952","0.952","1.721","1","1","0.953","0.953","1.722","1","1","0","0","14.921","0","1","1","","1","O4","IN_2_15","1",1,15,"IN","oQ","other","Q","No","Online","No","IN 15","other 15"
"2252","R_YWTW4KOswNC8fNT","Default Response Set","Anonymous","","","0","2016-07-02 07:05:26","2016-07-02 07:14:08","1","","1","","Canadian","28","F","1","","","","","","1","","0.952","0.952","1.721","1","1","0.953","0.953","1.722","1","1","0","0","14.921","0","1","1","","1","O4","ST_3_17","2",2,17,"ST","whNonQ","wh","other","Yes","Online","No","ST 17","wh 17"
"1415","R_YWTW4KOswNC8fNT","Default Response Set","Anonymous","","","0","2016-07-02 07:05:26","2016-07-02 07:14:08","1","","1","","Canadian","28","F","1","","","","","","1","","0.952","0.952","1.721","1","1","0.953","0.953","1.722","1","1","0","0","14.921","0","1","1","","1","O4","IN_4_2","1",3,2,"IN","oNonQ","other","other","No","Online","Yes","IN 2","other 2"
"1361","R_YWTW4KOswNC8fNT","Default Response Set","Anonymous","","","0","2016-07-02 07:05:26","2016-07-02 07:14:08","1","","1","","Canadian","28","F","1","","","","","","1","","0.952","0.952","1.721","1","1","0.953","0.953","1.722","1","1","0","0","14.921","0","1","1","","1","O4","IN_3_1","1",4,1,"IN","whNonQ","wh","other","No","Online","No","IN 1","wh 1"
"1577","R_YWTW4KOswNC8fNT","Default Response Set","Anonymous","","","0","2016-07-02 07:05:26","2016-07-02 07:14:08","1","","1","","Canadian","28","F","1","","","","","","1","","0.952","0.952","1.721","1","1","0.953","0.953","1.722","1","1","0","0","14.921","0","1","1","","1","O4","IN_2_5","2",5,5,"IN","oQ","other","Q","Yes","Online","No","IN 5","other 5"
"1631","R_YWTW4KOswNC8fNT","Default Response Set","Anonymous","","","0","2016-07-02 07:05:26","2016-07-02 07:14:08","1","","1","","Canadian","28","F","1","","","","","","1","","0.952","0.952","1.721","1","1","0.953","0.953","1.722","1","1","0","0","14.921","0","1","1","","1","O4","IN_3_6","1",6,6,"IN","whNonQ","wh","other","No","Online","Yes","IN 6","wh 6"
"1766","R_YWTW4KOswNC8fNT","Default Response Set","Anonymous","","","0","2016-07-02 07:05:26","2016-07-02 07:14:08","1","","1","","Canadian","28","F","1","","","","","","1","","0.952","0.952","1.721","1","1","0.953","0.953","1.722","1","1","0","0","14.921","0","1","1","","1","O4","ST_4_8","2",7,8,"ST","oNonQ","other","other","Yes","Online","No","ST 8","other 8"
"1955","R_YWTW4KOswNC8fNT","Default Response Set","Anonymous","","","0","2016-07-02 07:05:26","2016-07-02 07:14:08","1","","1","","Canadian","28","F","1","","","","","","1","","0.952","0.952","1.721","1","1","0.953","0.953","1.722","1","1","0","0","14.921","0","1","1","","1","O4","IN_4_12","1",8,12,"IN","oNonQ","other","other","No","Online","Yes","IN 12","other 12"
"2333","R_YWTW4KOswNC8fNT","Default Response Set","Anonymous","","","0","2016-07-02 07:05:26","2016-07-02 07:14:08","1","","1","","Canadian","28","F","1","","","","","","1","","0.952","0.952","1.721","1","1","0.953","0.953","1.722","1","1","0","0","14.921","0","1","1","","1","O4","IN_1_19","1",9,19,"IN","whQ","wh","Q","No","Online","No","IN 19","wh 19"
"2036","R_YWTW4KOswNC8fNT","Default Response Set","Anonymous","","","0","2016-07-02 07:05:26","2016-07-02 07:14:08","1","","1","","Canadian","28","F","1","","","","","","1","","0.952","0.952","1.721","1","1","0.953","0.953","1.722","1","1","0","0","14.921","0","1","1","","1","O4","ST_4_13","2",10,13,"ST","oNonQ","other","other","Yes","Online","No","ST 13","other 13"
"1712","R_YWTW4KOswNC8fNT","Default Response Set","Anonymous","","","0","2016-07-02 07:05:26","2016-07-02 07:14:08","1","","1","","Canadian","28","F","1","","","","","","1","","0.952","0.952","1.721","1","1","0.953","0.953","1.722","1","1","0","0","14.921","0","1","1","","1","O4","ST_3_7","2",11,7,"ST","whNonQ","wh","other","Yes","Online","Yes","ST 7","wh 7"
"1442","R_YWTW4KOswNC8fNT","Default Response Set","Anonymous","","","0","2016-07-02 07:05:26","2016-07-02 07:14:08","1","","1","","Canadian","28","F","1","","","","","","1","","0.952","0.952","1.721","1","1","0.953","0.953","1.722","1","1","0","0","14.921","0","1","1","","1","O4","ST_3_2","2",12,2,"ST","whNonQ","wh","other","Yes","Online","Yes","ST 2","wh 2"
"2495","R_YWTW4KOswNC8fNT","Default Response Set","Anonymous","","","0","2016-07-02 07:05:26","2016-07-02 07:14:08","1","","1","","Canadian","28","F","1","","","","","","1","","0.952","0.952","1.721","1","1","0.953","0.953","1.722","1","1","0","0","14.921","0","1","1","","1","O4","IN_4_22","1",13,22,"IN","oNonQ","other","other","No","Online","Yes","IN 22","other 22"
"2387","R_YWTW4KOswNC8fNT","Default Response Set","Anonymous","","","0","2016-07-02 07:05:26","2016-07-02 07:14:08","1","","1","","Canadian","28","F","1","","","","","","1","","0.952","0.952","1.721","1","1","0.953","0.953","1.722","1","1","0","0","14.921","0","1","1","","1","O4","IN_2_20","2",14,20,"IN","oQ","other","Q","Yes","Online","No","IN 20","other 20"
"2522","R_YWTW4KOswNC8fNT","Default Response Set","Anonymous","","","0","2016-07-02 07:05:26","2016-07-02 07:14:08","1","","1","","Canadian","28","F","1","","","","","","1","","0.952","0.952","1.721","1","1","0.953","0.953","1.722","1","1","0","0","14.921","0","1","1","","1","O4","ST_3_22","1",15,22,"ST","whNonQ","wh","other","No","Online","Yes","ST 22","wh 22"
"1928","R_YWTW4KOswNC8fNT","Default Response Set","Anonymous","","","0","2016-07-02 07:05:26","2016-07-02 07:14:08","1","","1","","Canadian","28","F","1","","","","","","1","","0.952","0.952","1.721","1","1","0.953","0.953","1.722","1","1","0","0","14.921","0","1","1","","1","O4","ST_2_11","2",16,11,"ST","oQ","other","Q","Yes","Online","No","ST 11","other 11"
"2468","R_YWTW4KOswNC8fNT","Default Response Set","Anonymous","","","0","2016-07-02 07:05:26","2016-07-02 07:14:08","1","","1","","Canadian","28","F","1","","","","","","1","","0.952","0.952","1.721","1","1","0.953","0.953","1.722","1","1","0","0","14.921","0","1","1","","1","O4","ST_2_21","2",17,21,"ST","oQ","other","Q","Yes","Online","Yes","ST 21","other 21"
"2225","R_YWTW4KOswNC8fNT","Default Response Set","Anonymous","","","0","2016-07-02 07:05:26","2016-07-02 07:14:08","1","","1","","Canadian","28","F","1","","","","","","1","","0.952","0.952","1.721","1","1","0.953","0.953","1.722","1","1","0","0","14.921","0","1","1","","1","O4","IN_4_17","1",18,17,"IN","oNonQ","other","other","No","Online","Yes","IN 17","other 17"
"2360","R_YWTW4KOswNC8fNT","Default Response Set","Anonymous","","","0","2016-07-02 07:05:26","2016-07-02 07:14:08","1","","1","","Canadian","28","F","1","","","","","","1","","0.952","0.952","1.721","1","1","0.953","0.953","1.722","1","1","0","0","14.921","0","1","1","","1","O4","ST_19","1",19,19,"ST",NA,"wh","other","No","Online","No","ST 19","wh 19"
"2414","R_YWTW4KOswNC8fNT","Default Response Set","Anonymous","","","0","2016-07-02 07:05:26","2016-07-02 07:14:08","1","","1","","Canadian","28","F","1","","","","","","1","","0.952","0.952","1.721","1","1","0.953","0.953","1.722","1","1","0","0","14.921","0","1","1","","1","O4","ST_1_20","2",20,20,"ST","whQ","wh","Q","Yes","Online","No","ST 20","wh 20"
"2009","R_YWTW4KOswNC8fNT","Default Response Set","Anonymous","","","0","2016-07-02 07:05:26","2016-07-02 07:14:08","1","","1","","Canadian","28","F","1","","","","","","1","","0.952","0.952","1.721","1","1","0.953","0.953","1.722","1","1","0","0","14.921","0","1","1","","1","O4","IN_13","1",21,13,"IN",NA,"wh","other","No","Online","Yes","IN 13","wh 13"
"2171","R_YWTW4KOswNC8fNT","Default Response Set","Anonymous","","","0","2016-07-02 07:05:26","2016-07-02 07:14:08","1","","1","","Canadian","28","F","1","","","","","","1","","0.952","0.952","1.721","1","1","0.953","0.953","1.722","1","1","0","0","14.921","0","1","1","","1","O4","IN_3_16","1",22,16,"IN","whNonQ","wh","other","No","Online","No","IN 16","wh 16"
"1388","R_YWTW4KOswNC8fNT","Default Response Set","Anonymous","","","0","2016-07-02 07:05:26","2016-07-02 07:14:08","1","","1","","Canadian","28","F","1","","","","","","1","","0.952","0.952","1.721","1","1","0.953","0.953","1.722","1","1","0","0","14.921","0","1","1","","1","O4","ST_2_1","2",23,1,"ST","oQ","other","Q","Yes","Online","No","ST 1","other 1"
"1550","R_YWTW4KOswNC8fNT","Default Response Set","Anonymous","","","0","2016-07-02 07:05:26","2016-07-02 07:14:08","1","","1","","Canadian","28","F","1","","","","","","1","","0.952","0.952","1.721","1","1","0.953","0.953","1.722","1","1","0","0","14.921","0","1","1","","1","O4","ST_4","2",24,4,"ST","oNonQ","other","other","Yes","Online","Yes","ST 4","other 4"
"1658","R_YWTW4KOswNC8fNT","Default Response Set","Anonymous","","","0","2016-07-02 07:05:26","2016-07-02 07:14:08","1","","1","","Canadian","28","F","1","","","","","","1","","0.952","0.952","1.721","1","1","0.953","0.953","1.722","1","1","0","0","14.921","0","1","1","","1","O4","ST_2_6","2",25,6,"ST","oQ","other","Q","Yes","Online","Yes","ST 6","other 6"
"1496","R_YWTW4KOswNC8fNT","Default Response Set","Anonymous","","","0","2016-07-02 07:05:26","2016-07-02 07:14:08","1","","1","","Canadian","28","F","1","","","","","","1","","0.952","0.952","1.721","1","1","0.953","0.953","1.722","1","1","0","0","14.921","0","1","1","","1","O4","ST_4_3","2",26,3,"ST","oNonQ","other","other","Yes","Online","Yes","ST 3","other 3"
"1874","R_YWTW4KOswNC8fNT","Default Response Set","Anonymous","","","0","2016-07-02 07:05:26","2016-07-02 07:14:08","1","","1","","Canadian","28","F","1","","","","","","1","","0.952","0.952","1.721","1","1","0.953","0.953","1.722","1","1","0","0","14.921","0","1","1","","1","O4","ST_1_10","2",27,10,"ST","whQ","wh","Q","Yes","Online","Yes","ST 10","wh 10"
"2279","R_YWTW4KOswNC8fNT","Default Response Set","Anonymous","","","0","2016-07-02 07:05:26","2016-07-02 07:14:08","1","","1","","Canadian","28","F","1","","","","","","1","","0.952","0.952","1.721","1","1","0.953","0.953","1.722","1","1","0","0","14.921","0","1","1","","1","O4","IN_18","2",28,18,"IN",NA,"wh","other","Yes","Online","Yes","IN 18","wh 18"
"2090","R_YWTW4KOswNC8fNT","Default Response Set","Anonymous","","","0","2016-07-02 07:05:26","2016-07-02 07:14:08","1","","1","","Canadian","28","F","1","","","","","","1","","0.952","0.952","1.721","1","1","0.953","0.953","1.722","1","1","0","0","14.921","0","1","1","","1","O4","ST_14","2",29,14,"ST",NA,"wh","other","Yes","Online","Yes","ST 14","wh 14"
"2576","R_YWTW4KOswNC8fNT","Default Response Set","Anonymous","","","0","2016-07-02 07:05:26","2016-07-02 07:14:08","1","","1","","Canadian","28","F","1","","","","","","1","","0.952","0.952","1.721","1","1","0.953","0.953","1.722","1","1","0","0","14.921","0","1","1","","1","O4","ST_4_23","1",30,23,"ST","oNonQ","other","other","No","Online","Yes","ST 23","other 23"
"1469","R_YWTW4KOswNC8fNT","Default Response Set","Anonymous","","","0","2016-07-02 07:05:26","2016-07-02 07:14:08","1","","1","","Canadian","28","F","1","","","","","","1","","0.952","0.952","1.721","1","1","0.953","0.953","1.722","1","1","0","0","14.921","0","1","1","","1","O4","IN_3","1",31,3,"IN","whNonQ","wh","other","No","Online","No","IN 3","wh 3"
"2684","R_YWTW4KOswNC8fNT","Default Response Set","Anonymous","","","0","2016-07-02 07:05:26","2016-07-02 07:14:08","1","","1","","Canadian","28","F","1","","","","","","1","","0.952","0.952","1.721","1","1","0.953","0.953","1.722","1","1","0","0","14.921","0","1","1","","1","O4","ST_1_25","2",32,25,"ST","whQ","wh","Q","Yes","Online","No","ST 25","wh 25"
"2306","R_YWTW4KOswNC8fNT","Default Response Set","Anonymous","","","0","2016-07-02 07:05:26","2016-07-02 07:14:08","1","","1","","Canadian","28","F","1","","","","","","1","","0.952","0.952","1.721","1","1","0.953","0.953","1.722","1","1","0","0","14.921","0","1","1","","1","O4","ST_4_18","2",33,18,"ST","oNonQ","other","other","Yes","Online","Yes","ST 18","other 18"
"2198","R_YWTW4KOswNC8fNT","Default Response Set","Anonymous","","","0","2016-07-02 07:05:26","2016-07-02 07:14:08","1","","1","","Canadian","28","F","1","","","","","","1","","0.952","0.952","1.721","1","1","0.953","0.953","1.722","1","1","0","0","14.921","0","1","1","","1","O4","ST_2_16","2",34,16,"ST","oQ","other","Q","Yes","Online","Yes","ST 16","other 16"
"1982","R_YWTW4KOswNC8fNT","Default Response Set","Anonymous","","","0","2016-07-02 07:05:26","2016-07-02 07:14:08","1","","1","","Canadian","28","F","1","","","","","","1","","0.952","0.952","1.721","1","1","0.953","0.953","1.722","1","1","0","0","14.921","0","1","1","","1","O4","ST_3_12","2",35,12,"ST","whNonQ","wh","other","Yes","Online","Yes","ST 12","wh 12"
"2063","R_YWTW4KOswNC8fNT","Default Response Set","Anonymous","","","0","2016-07-02 07:05:26","2016-07-02 07:14:08","1","","1","","Canadian","28","F","1","","","","","","1","","0.952","0.952","1.721","1","1","0.953","0.953","1.722","1","1","0","0","14.921","0","1","1","","1","O4","IN_1_14","1",36,14,"IN","whQ","wh","Q","No","Online","Yes","IN 14","wh 14"
"1739","R_YWTW4KOswNC8fNT","Default Response Set","Anonymous","","","0","2016-07-02 07:05:26","2016-07-02 07:14:08","1","","1","","Canadian","28","F","1","","","","","","1","","0.952","0.952","1.721","1","1","0.953","0.953","1.722","1","1","0","0","14.921","0","1","1","","1","O4","IN_8","1",37,8,"IN",NA,"wh","other","No","Online","No","IN 8","wh 8"
"2630","R_YWTW4KOswNC8fNT","Default Response Set","Anonymous","","","0","2016-07-02 07:05:26","2016-07-02 07:14:08","1","","1","","Canadian","28","F","1","","","","","","1","","0.952","0.952","1.721","1","1","0.953","0.953","1.722","1","1","0","0","14.921","0","1","1","","1","O4","ST_24","2",38,24,"ST",NA,"wh","other","Yes","Online","No","ST 24","wh 24"
"2549","R_YWTW4KOswNC8fNT","Default Response Set","Anonymous","","","0","2016-07-02 07:05:26","2016-07-02 07:14:08","1","","1","","Canadian","28","F","1","","","","","","1","","0.952","0.952","1.721","1","1","0.953","0.953","1.722","1","1","0","0","14.921","0","1","1","","1","O4","IN_23","1",39,23,"IN",NA,"wh","other","No","Online","Yes","IN 23","wh 23"
"2144","R_YWTW4KOswNC8fNT","Default Response Set","Anonymous","","","0","2016-07-02 07:05:26","2016-07-02 07:14:08","1","","1","","Canadian","28","F","1","","","","","","1","","0.952","0.952","1.721","1","1","0.953","0.953","1.722","1","1","0","0","14.921","0","1","1","","1","O4","ST_1_15","2",40,15,"ST","whQ","wh","Q","Yes","Online","No","ST 15","wh 15"
"1685","R_YWTW4KOswNC8fNT","Default Response Set","Anonymous","","","0","2016-07-02 07:05:26","2016-07-02 07:14:08","1","","1","","Canadian","28","F","1","","","","","","1","","0.952","0.952","1.721","1","1","0.953","0.953","1.722","1","1","0","0","14.921","0","1","1","","1","O4","IN_4_7","1",41,7,"IN","oNonQ","other","other","No","Online","Yes","IN 7","other 7"
"1523","R_YWTW4KOswNC8fNT","Default Response Set","Anonymous","","","0","2016-07-02 07:05:26","2016-07-02 07:14:08","1","","1","","Canadian","28","F","1","","","","","","1","","0.952","0.952","1.721","1","1","0.953","0.953","1.722","1","1","0","0","14.921","0","1","1","","1","O4","IN_1_4","1",42,4,"IN","whQ","wh","Q","No","Online","No","IN 4","wh 4"
"2657","R_YWTW4KOswNC8fNT","Default Response Set","Anonymous","","","0","2016-07-02 07:05:26","2016-07-02 07:14:08","1","","1","","Canadian","28","F","1","","","","","","1","","0.952","0.952","1.721","1","1","0.953","0.953","1.722","1","1","0","0","14.921","0","1","1","","1","O4","IN_2_25","1",43,25,"IN","oQ","other","Q","No","Online","No","IN 25","other 25"
"2603","R_YWTW4KOswNC8fNT","Default Response Set","Anonymous","","","0","2016-07-02 07:05:26","2016-07-02 07:14:08","1","","1","","Canadian","28","F","1","","","","","","1","","0.952","0.952","1.721","1","1","0.953","0.953","1.722","1","1","0","0","14.921","0","1","1","","1","O4","IN_1_24","1",44,24,"IN","whQ","wh","Q","No","Online","No","IN 24","wh 24"
"1901","R_YWTW4KOswNC8fNT","Default Response Set","Anonymous","","","0","2016-07-02 07:05:26","2016-07-02 07:14:08","1","","1","","Canadian","28","F","1","","","","","","1","","0.952","0.952","1.721","1","1","0.953","0.953","1.722","1","1","0","0","14.921","0","1","1","","1","O4","IN_3_11","1",45,11,"IN","whNonQ","wh","other","No","Online","No","IN 11","wh 11"
"1604","R_YWTW4KOswNC8fNT","Default Response Set","Anonymous","","","0","2016-07-02 07:05:26","2016-07-02 07:14:08","1","","1","","Canadian","28","F","1","","","","","","1","","0.952","0.952","1.721","1","1","0.953","0.953","1.722","1","1","0","0","14.921","0","1","1","","1","O4","ST_1_5","2",46,5,"ST","whQ","wh","Q","Yes","Online","No","ST 5","wh 5"
"1820","R_YWTW4KOswNC8fNT","Default Response Set","Anonymous","","","0","2016-07-02 07:05:26","2016-07-02 07:14:08","1","","1","","Canadian","28","F","1","","","","","","1","","0.952","0.952","1.721","1","1","0.953","0.953","1.722","1","1","0","0","14.921","0","1","1","","1","O4","ST_9","2",47,9,"ST",NA,"wh","other","Yes","Online","Yes","ST 9","wh 9"
"1847","R_YWTW4KOswNC8fNT","Default Response Set","Anonymous","","","0","2016-07-02 07:05:26","2016-07-02 07:14:08","1","","1","","Canadian","28","F","1","","","","","","1","","0.952","0.952","1.721","1","1","0.953","0.953","1.722","1","1","0","0","14.921","0","1","1","","1","O4","IN_2_10","1",48,10,"IN","oQ","other","Q","No","Online","Yes","IN 10","other 10"
"2441","R_YWTW4KOswNC8fNT","Default Response Set","Anonymous","","","0","2016-07-02 07:05:26","2016-07-02 07:14:08","1","","1","","Canadian","28","F","1","","","","","","1","","0.952","0.952","1.721","1","1","0.953","0.953","1.722","1","1","0","0","14.921","0","1","1","","1","O4","IN_3_21","1",49,21,"IN","whNonQ","wh","other","No","Online","No","IN 21","wh 21"
"1793","R_YWTW4KOswNC8fNT","Default Response Set","Anonymous","","","0","2016-07-02 07:05:26","2016-07-02 07:14:08","1","","1","","Canadian","28","F","1","","","","","","1","","0.952","0.952","1.721","1","1","0.953","0.953","1.722","1","1","0","0","14.921","0","1","1","","1","O4","IN_1_9","2",50,9,"IN","whQ","wh","Q","Yes","Online","No","IN 9","wh 9"
