"","X","ResponseID","ResponseSet","Name","ExternalDataReference","EmailAddress","Status","StartDate","EndDate","Finished","Intro","Place","ID","Nationality","Age","Sex","English_native","Fluency_1","Fluency_2","Speak_eng","Native_lang","Other_lang","Thanks","Descript","Timing_descript_1","Timing_descript_2","Timing_descript_3","Timing_descript_4","Descript_online","Timing_descript_onli_1","Timing_descript_onli_2","Timing_descript_onli_3","Timing_descript_onli_4","Fragment","Timing_fragment_1","Timing_fragment_2","Timing_fragment_3","Timing_fragment_4","Test_1","Test_2","Start_exp_MPI","Start_Exp_Online","partID","variable","value","trialNumber","setNum","context","question","responsePhoneme","responseType","answer","blockName","lastAnswer","EnglishType","Nationality2","Nationality3","contextSample","responseSample","context.sex","response.sex","response.firstO"
"235",112,"R_2ZNO4zvS5wDYPF7","Default Response Set","Anonymous",NA,NA,0,"2016-07-02 02:23:43","2016-07-02 02:35:24",1,1,2,6,"Canadian",36,"M",1,NA,NA,NA,NA,"None",1,1,35.547,35.547,38.126,1,NA,35.547,35.547,38.126,1,1,0,0,24.725,0,2,1,1,NA,6,"IN_3_12",1,35,12,"IN","whNonQ","wh","other","No","Block1","No","American","Canadian","Am","IN 12","wh 12","F","M","w"
"236",52,"R_2ZNO4zvS5wDYPF7","Default Response Set","Anonymous",NA,NA,0,"2016-07-02 02:23:43","2016-07-02 02:35:24",1,1,2,6,"Canadian",36,"M",1,NA,NA,NA,NA,"None",1,1,35.547,35.547,38.126,1,NA,35.547,35.547,38.126,1,1,0,0,24.725,0,2,1,1,NA,6,"IN_2_6",2,36,6,"IN","oQ","other","Q","Yes","Block1","No","American","Canadian","Am","IN 6","other 6","M","M","i"
"237",137,"R_2ZNO4zvS5wDYPF7","Default Response Set","Anonymous",NA,NA,0,"2016-07-02 02:23:43","2016-07-02 02:35:24",1,1,2,6,"Canadian",36,"M",1,NA,NA,NA,NA,"None",1,1,35.547,35.547,38.126,1,NA,35.547,35.547,38.126,1,1,0,0,24.725,0,2,1,1,NA,6,"ST_4_14",2,37,14,"ST","oNonQ","other","other","Yes","Block1","Yes","American","Canadian","Am","ST 14","other 14","M","M","b"
"238",207,"R_2ZNO4zvS5wDYPF7","Default Response Set","Anonymous",NA,NA,0,"2016-07-02 02:23:43","2016-07-02 02:35:24",1,1,2,6,"Canadian",36,"M",1,NA,NA,NA,NA,"None",1,1,35.547,35.547,38.126,1,NA,35.547,35.547,38.126,1,1,0,0,24.725,0,2,1,1,NA,6,"ST_1_21",2,38,21,"ST","whQ","wh","Q","Yes","Block1","Yes","American","Canadian","Am","ST 21","wh 21","F","F","w"
"239",7,"R_2ZNO4zvS5wDYPF7","Default Response Set","Anonymous",NA,NA,0,"2016-07-02 02:23:43","2016-07-02 02:35:24",1,1,2,6,"Canadian",36,"M",1,NA,NA,NA,NA,"None",1,1,35.547,35.547,38.126,1,NA,35.547,35.547,38.126,1,1,0,0,24.725,0,2,1,1,NA,6,"ST_1_1",2,39,1,"ST","whQ","wh","Q","Yes","Block1","Yes","American","Canadian","Am","ST 1","wh 1","F","F","h"
"240",232,"R_2ZNO4zvS5wDYPF7","Default Response Set","Anonymous",NA,NA,0,"2016-07-02 02:23:43","2016-07-02 02:35:24",1,1,2,6,"Canadian",36,"M",1,NA,NA,NA,NA,"None",1,1,35.547,35.547,38.126,1,NA,35.547,35.547,38.126,1,1,0,0,24.725,0,2,1,1,NA,6,"IN_24",1,40,24,"IN","None","none","none","No","Block1","Yes","American","Canadian","Am","IN 24","none","F","F","a"
"241",182,"R_2ZNO4zvS5wDYPF7","Default Response Set","Anonymous",NA,NA,0,"2016-07-02 02:23:43","2016-07-02 02:35:24",1,1,2,6,"Canadian",36,"M",1,NA,NA,NA,NA,"None",1,1,35.547,35.547,38.126,1,NA,35.547,35.547,38.126,1,1,0,0,24.725,0,2,1,1,NA,6,"IN_19",1,41,19,"IN","None","none","none","No","Block1","No","American","Canadian","Am","IN 19","none","M","F","a"
"242",217,"R_2ZNO4zvS5wDYPF7","Default Response Set","Anonymous",NA,NA,0,"2016-07-02 02:23:43","2016-07-02 02:35:24",1,1,2,6,"Canadian",36,"M",1,NA,NA,NA,NA,"None",1,1,35.547,35.547,38.126,1,NA,35.547,35.547,38.126,1,1,0,0,24.725,0,2,1,1,NA,6,"ST_2_22",2,42,22,"ST","oQ","other","Q","Yes","Block1","No","American","Canadian","Am","ST 22","other 22","F","M","s"
"243",142,"R_2ZNO4zvS5wDYPF7","Default Response Set","Anonymous",NA,NA,0,"2016-07-02 02:23:43","2016-07-02 02:35:24",1,1,2,6,"Canadian",36,"M",1,NA,NA,NA,NA,"None",1,1,35.547,35.547,38.126,1,NA,35.547,35.547,38.126,1,1,0,0,24.725,0,2,1,1,NA,6,"IN_1_15",1,43,15,"IN","whQ","wh","Q","No","Block1","Yes","American","Canadian","Am","IN 15","wh 15","F","M","w"
"244",17,"R_2ZNO4zvS5wDYPF7","Default Response Set","Anonymous",NA,NA,0,"2016-07-02 02:23:43","2016-07-02 02:35:24",1,1,2,6,"Canadian",36,"M",1,NA,NA,NA,NA,"None",1,1,35.547,35.547,38.126,1,NA,35.547,35.547,38.126,1,1,0,0,24.725,0,2,1,1,NA,6,"ST_2_2",2,44,2,"ST","oQ","other","Q","Yes","Block1","No","American","Canadian","Am","ST 2","other 2","M","M","s"
"245",97,"R_2ZNO4zvS5wDYPF7","Default Response Set","Anonymous",NA,NA,0,"2016-07-02 02:23:43","2016-07-02 02:35:24",1,1,2,6,"Canadian",36,"M",1,NA,NA,NA,NA,"None",1,1,35.547,35.547,38.126,1,NA,35.547,35.547,38.126,1,1,0,0,24.725,0,2,1,1,NA,6,"ST_10",2,45,10,"ST","None","none","none","Yes","Block1","Yes","American","Canadian","Am","ST 10","none","F","F","a"
"246",247,"R_2ZNO4zvS5wDYPF7","Default Response Set","Anonymous",NA,NA,0,"2016-07-02 02:23:43","2016-07-02 02:35:24",1,1,2,6,"Canadian",36,"M",1,NA,NA,NA,NA,"None",1,1,35.547,35.547,38.126,1,NA,35.547,35.547,38.126,1,1,0,0,24.725,0,2,1,1,NA,6,"ST_25",2,46,25,"ST","None","none","none","Yes","Block1","Yes","American","Canadian","Am","ST 25","none","M","F","a"
"247",67,"R_2ZNO4zvS5wDYPF7","Default Response Set","Anonymous",NA,NA,0,"2016-07-02 02:23:43","2016-07-02 02:35:24",1,1,2,6,"Canadian",36,"M",1,NA,NA,NA,NA,"None",1,1,35.547,35.547,38.126,1,NA,35.547,35.547,38.126,1,1,0,0,24.725,0,2,1,1,NA,6,"ST_2_7",2,47,7,"ST","oQ","other","Q","Yes","Block1","Yes","American","Canadian","Am","ST 7","other 7","F","F","a"
"248",37,"R_2ZNO4zvS5wDYPF7","Default Response Set","Anonymous",NA,NA,0,"2016-07-02 02:23:43","2016-07-02 02:35:24",1,1,2,6,"Canadian",36,"M",1,NA,NA,NA,NA,"None",1,1,35.547,35.547,38.126,1,NA,35.547,35.547,38.126,1,1,0,0,24.725,0,2,1,1,NA,6,"ST_4_4",2,48,4,"ST","oNonQ","other","other","Yes","Block1","Yes","American","Canadian","Am","ST 4","other 4","F","F","a"
"249",177,"R_2ZNO4zvS5wDYPF7","Default Response Set","Anonymous",NA,NA,0,"2016-07-02 02:23:43","2016-07-02 02:35:24",1,1,2,6,"Canadian",36,"M",1,NA,NA,NA,NA,"None",1,1,35.547,35.547,38.126,1,NA,35.547,35.547,38.126,1,1,0,0,24.725,0,2,1,1,NA,6,"ST_3_18",2,49,18,"ST","whNonQ","wh","other","Yes","Block1","Yes","American","Canadian","Am","ST 18","wh 18","F","F","w"
"250",152,"R_2ZNO4zvS5wDYPF7","Default Response Set","Anonymous",NA,NA,0,"2016-07-02 02:23:43","2016-07-02 02:35:24",1,1,2,6,"Canadian",36,"M",1,NA,NA,NA,NA,"None",1,1,35.547,35.547,38.126,1,NA,35.547,35.547,38.126,1,1,0,0,24.725,0,2,1,1,NA,6,"IN_2_16",1,50,16,"IN","oQ","other","Q","No","Block1","Yes","American","Canadian","Am","IN 16","other 16","M","F","a"
"251",1681,"R_2fBi4zj7AHiq33r","Default Response Set","Anonymous",NA,NA,0,"2016-07-11 02:18:02","2016-07-11 02:29:55",1,NA,2,12,"British",28,"M",1,NA,NA,NA,NA,"Dutch",1,1,38.979,38.979,40.657,1,NA,38.98,38.98,40.657,1,1,0,0,24.612,0,2,2,1,NA,12,"ST_3_17",2,1,17,"ST","whNonQ","wh","other","Yes","Block2","No","British","British","British","ST 17","wh 17","M","F","w"
"252",1831,"R_2fBi4zj7AHiq33r","Default Response Set","Anonymous",NA,NA,0,"2016-07-11 02:18:02","2016-07-11 02:29:55",1,NA,2,12,"British",28,"M",1,NA,NA,NA,NA,"Dutch",1,1,38.979,38.979,40.657,1,NA,38.98,38.98,40.657,1,1,0,0,24.612,0,2,2,1,NA,12,"IN_1_19",1,2,19,"IN","whQ","wh","Q","No","Block2","Yes","British","British","British","IN 19","wh 19","M","M","w"
"253",2181,"R_2fBi4zj7AHiq33r","Default Response Set","Anonymous",NA,NA,0,"2016-07-11 02:18:02","2016-07-11 02:29:55",1,NA,2,12,"British",28,"M",1,NA,NA,NA,NA,"Dutch",1,1,38.979,38.979,40.657,1,NA,38.98,38.98,40.657,1,1,0,0,24.612,0,2,2,1,NA,12,"ST_3_22",2,3,22,"ST","whNonQ","wh","other","Yes","Block2","No","British","British","British","ST 22","wh 22","F","M","w"
"254",1431,"R_2fBi4zj7AHiq33r","Default Response Set","Anonymous",NA,NA,0,"2016-07-11 02:18:02","2016-07-11 02:29:55",1,NA,2,12,"British",28,"M",1,NA,NA,NA,NA,"Dutch",1,1,38.979,38.979,40.657,1,NA,38.98,38.98,40.657,1,1,0,0,24.612,0,2,2,1,NA,12,"IN_2_15",1,4,15,"IN","oQ","other","Q","No","Block2","Yes","British","British","British","IN 15","other 15","F","M","s"
"255",781,"R_2fBi4zj7AHiq33r","Default Response Set","Anonymous",NA,NA,0,"2016-07-11 02:18:02","2016-07-11 02:29:55",1,NA,2,12,"British",28,"M",1,NA,NA,NA,NA,"Dutch",1,1,38.979,38.979,40.657,1,NA,38.98,38.98,40.657,1,1,0,0,24.612,0,2,2,1,NA,12,"ST_4_8",1,5,8,"ST","oNonQ","other","other","No","Block2","No","British","British","British","ST 8","other 8","M","F","i"
"256",1881,"R_2fBi4zj7AHiq33r","Default Response Set","Anonymous",NA,NA,0,"2016-07-11 02:18:02","2016-07-11 02:29:55",1,NA,2,12,"British",28,"M",1,NA,NA,NA,NA,"Dutch",1,1,38.979,38.979,40.657,1,NA,38.98,38.98,40.657,1,1,0,0,24.612,0,2,2,1,NA,12,"ST_19",1,6,19,"ST","None","none","none","No","Block2","No","British","British","British","ST 19","none","M","F","a"
"257",531,"R_2fBi4zj7AHiq33r","Default Response Set","Anonymous",NA,NA,0,"2016-07-11 02:18:02","2016-07-11 02:29:55",1,NA,2,12,"British",28,"M",1,NA,NA,NA,NA,"Dutch",1,1,38.979,38.979,40.657,1,NA,38.98,38.98,40.657,1,1,0,0,24.612,0,2,2,1,NA,12,"IN_3_6",1,7,6,"IN","whNonQ","wh","other","No","Block2","No","British","British","British","IN 6","wh 6","M","M","w"
"258",681,"R_2fBi4zj7AHiq33r","Default Response Set","Anonymous",NA,NA,0,"2016-07-11 02:18:02","2016-07-11 02:29:55",1,NA,2,12,"British",28,"M",1,NA,NA,NA,NA,"Dutch",1,1,38.979,38.979,40.657,1,NA,38.98,38.98,40.657,1,1,0,0,24.612,0,2,2,1,NA,12,"ST_3_7",2,8,7,"ST","whNonQ","wh","other","Yes","Block2","No","British","British","British","ST 7","wh 7","F","F","w"
"259",2131,"R_2fBi4zj7AHiq33r","Default Response Set","Anonymous",NA,NA,0,"2016-07-11 02:18:02","2016-07-11 02:29:55",1,NA,2,12,"British",28,"M",1,NA,NA,NA,NA,"Dutch",1,1,38.979,38.979,40.657,1,NA,38.98,38.98,40.657,1,1,0,0,24.612,0,2,2,1,NA,12,"IN_4_22",1,9,22,"IN","oNonQ","other","other","No","Block2","Yes","British","British","British","IN 22","other 22","F","M","s"
"260",1181,"R_2fBi4zj7AHiq33r","Default Response Set","Anonymous",NA,NA,0,"2016-07-11 02:18:02","2016-07-11 02:29:55",1,NA,2,12,"British",28,"M",1,NA,NA,NA,NA,"Dutch",1,1,38.979,38.979,40.657,1,NA,38.98,38.98,40.657,1,1,0,0,24.612,0,2,2,1,NA,12,"ST_3_12",2,10,12,"ST","whNonQ","wh","other","Yes","Block2","No","British","British","British","ST 12","wh 12","F","M","w"
"261",2081,"R_2fBi4zj7AHiq33r","Default Response Set","Anonymous",NA,NA,0,"2016-07-11 02:18:02","2016-07-11 02:29:55",1,NA,2,12,"British",28,"M",1,NA,NA,NA,NA,"Dutch",1,1,38.979,38.979,40.657,1,NA,38.98,38.98,40.657,1,1,0,0,24.612,0,2,2,1,NA,12,"ST_2_21",1,11,21,"ST","oQ","other","Q","No","Block2","Yes","British","British","British","ST 21","other 21","F","F","y"
"262",731,"R_2fBi4zj7AHiq33r","Default Response Set","Anonymous",NA,NA,0,"2016-07-11 02:18:02","2016-07-11 02:29:55",1,NA,2,12,"British",28,"M",1,NA,NA,NA,NA,"Dutch",1,1,38.979,38.979,40.657,1,NA,38.98,38.98,40.657,1,1,0,0,24.612,0,2,2,1,NA,12,"IN_8",1,12,8,"IN","None","none","none","No","Block2","No","British","British","British","IN 8","none","M","F","a"
"263",1310,"R_2fBi4zj7AHiq33r","Default Response Set","Anonymous",NA,NA,0,"2016-07-11 02:18:02","2016-07-11 02:29:55",1,NA,2,12,"British",28,"M",1,NA,NA,NA,NA,"Dutch",1,1,38.979,38.979,40.657,1,NA,38.98,38.98,40.657,1,1,0,0,24.612,0,2,2,1,NA,12,"IN_4_2",1,13,2,"IN","oNonQ","other","other","No","Block2","No","British","British","British","IN 2","other 2","M","M","s"
"264",2281,"R_2fBi4zj7AHiq33r","Default Response Set","Anonymous",NA,NA,0,"2016-07-11 02:18:02","2016-07-11 02:29:55",1,NA,2,12,"British",28,"M",1,NA,NA,NA,NA,"Dutch",1,1,38.979,38.979,40.657,1,NA,38.98,38.98,40.657,1,1,0,0,24.612,0,2,2,1,NA,12,"ST_4_23",2,14,23,"ST","oNonQ","other","other","Yes","Block2","No","British","British","British","ST 23","other 23","M","M","t"
"265",310,"R_2fBi4zj7AHiq33r","Default Response Set","Anonymous",NA,NA,0,"2016-07-11 02:18:02","2016-07-11 02:29:55",1,NA,2,12,"British",28,"M",1,NA,NA,NA,NA,"Dutch",1,1,38.979,38.979,40.657,1,NA,38.98,38.98,40.657,1,1,0,0,24.612,0,2,2,1,NA,12,"IN_3_1",1,15,1,"IN","whNonQ","wh","other","No","Block2","Yes","British","British","British","IN 1","wh 1","F","F","h"
"266",1131,"R_2fBi4zj7AHiq33r","Default Response Set","Anonymous",NA,NA,0,"2016-07-11 02:18:02","2016-07-11 02:29:55",1,NA,2,12,"British",28,"M",1,NA,NA,NA,NA,"Dutch",1,1,38.979,38.979,40.657,1,NA,38.98,38.98,40.657,1,1,0,0,24.612,0,2,2,1,NA,12,"IN_4_12",1,16,12,"IN","oNonQ","other","other","No","Block2","No","British","British","British","IN 12","other 12","F","M","d"
"267",631,"R_2fBi4zj7AHiq33r","Default Response Set","Anonymous",NA,NA,0,"2016-07-11 02:18:02","2016-07-11 02:29:55",1,NA,2,12,"British",28,"M",1,NA,NA,NA,NA,"Dutch",1,1,38.979,38.979,40.657,1,NA,38.98,38.98,40.657,1,1,0,0,24.612,0,2,2,1,NA,12,"IN_4_7",1,17,7,"IN","oNonQ","other","other","No","Block2","No","British","British","British","IN 7","other 7","F","F","a"
"268",1810,"R_2fBi4zj7AHiq33r","Default Response Set","Anonymous",NA,NA,0,"2016-07-11 02:18:02","2016-07-11 02:29:55",1,NA,2,12,"British",28,"M",1,NA,NA,NA,NA,"Dutch",1,1,38.979,38.979,40.657,1,NA,38.98,38.98,40.657,1,1,0,0,24.612,0,2,2,1,NA,12,"ST_3_2",2,18,2,"ST","whNonQ","wh","other","Yes","Block2","No","British","British","British","ST 2","wh 2","M","F","w"
"269",431,"R_2fBi4zj7AHiq33r","Default Response Set","Anonymous",NA,NA,0,"2016-07-11 02:18:02","2016-07-11 02:29:55",1,NA,2,12,"British",28,"M",1,NA,NA,NA,NA,"Dutch",1,1,38.979,38.979,40.657,1,NA,38.98,38.98,40.657,1,1,0,0,24.612,0,2,2,1,NA,12,"IN_2_5",1,19,5,"IN","oQ","other","Q","No","Block2","Yes","British","British","British","IN 5","other 5","M","M","d"
"270",2431,"R_2fBi4zj7AHiq33r","Default Response Set","Anonymous",NA,NA,0,"2016-07-11 02:18:02","2016-07-11 02:29:55",1,NA,2,12,"British",28,"M",1,NA,NA,NA,NA,"Dutch",1,1,38.979,38.979,40.657,1,NA,38.98,38.98,40.657,1,1,0,0,24.612,0,2,2,1,NA,12,"IN_2_25",1,20,25,"IN","oQ","other","Q","No","Block2","No","British","British","British","IN 25","other 25","M","M","y"
"271",1031,"R_2fBi4zj7AHiq33r","Default Response Set","Anonymous",NA,NA,0,"2016-07-11 02:18:02","2016-07-11 02:29:55",1,NA,2,12,"British",28,"M",1,NA,NA,NA,NA,"Dutch",1,1,38.979,38.979,40.657,1,NA,38.98,38.98,40.657,1,1,0,0,24.612,0,2,2,1,NA,12,"IN_3_11",1,21,11,"IN","whNonQ","wh","other","No","Block2","No","British","British","British","IN 11","wh 11","M","M","w"
"272",481,"R_2fBi4zj7AHiq33r","Default Response Set","Anonymous",NA,NA,0,"2016-07-11 02:18:02","2016-07-11 02:29:55",1,NA,2,12,"British",28,"M",1,NA,NA,NA,NA,"Dutch",1,1,38.979,38.979,40.657,1,NA,38.98,38.98,40.657,1,1,0,0,24.612,0,2,2,1,NA,12,"ST_1_5",2,22,5,"ST","whQ","wh","Q","Yes","Block2","No","British","British","British","ST 5","wh 5","M","M","w"
"273",931,"R_2fBi4zj7AHiq33r","Default Response Set","Anonymous",NA,NA,0,"2016-07-11 02:18:02","2016-07-11 02:29:55",1,NA,2,12,"British",28,"M",1,NA,NA,NA,NA,"Dutch",1,1,38.979,38.979,40.657,1,NA,38.98,38.98,40.657,1,1,0,0,24.612,0,2,2,1,NA,12,"IN_2_10",1,23,10,"IN","oQ","other","Q","No","Block2","Yes","British","British","British","IN 10","other 10","F","F","p"
"274",1581,"R_2fBi4zj7AHiq33r","Default Response Set","Anonymous",NA,NA,0,"2016-07-11 02:18:02","2016-07-11 02:29:55",1,NA,2,12,"British",28,"M",1,NA,NA,NA,NA,"Dutch",1,1,38.979,38.979,40.657,1,NA,38.98,38.98,40.657,1,1,0,0,24.612,0,2,2,1,NA,12,"ST_2_16",2,24,16,"ST","oQ","other","Q","Yes","Block2","No","British","British","British","ST 16","other 16","M","F","a"
"275",1481,"R_2fBi4zj7AHiq33r","Default Response Set","Anonymous",NA,NA,0,"2016-07-11 02:18:02","2016-07-11 02:29:55",1,NA,2,12,"British",28,"M",1,NA,NA,NA,NA,"Dutch",1,1,38.979,38.979,40.657,1,NA,38.98,38.98,40.657,1,1,0,0,24.612,0,2,2,1,NA,12,"ST_1_15",2,25,15,"ST","whQ","wh","Q","Yes","Block2","Yes","British","British","British","ST 15","wh 15","F","M","w"
"276",881,"R_2fBi4zj7AHiq33r","Default Response Set","Anonymous",NA,NA,0,"2016-07-11 02:18:02","2016-07-11 02:29:55",1,NA,2,12,"British",28,"M",1,NA,NA,NA,NA,"Dutch",1,1,38.979,38.979,40.657,1,NA,38.98,38.98,40.657,1,1,0,0,24.612,0,2,2,1,NA,12,"ST_9",2,26,9,"ST","None","none","none","Yes","Block2","Yes","British","British","British","ST 9","none","F","F","a"
"277",1331,"R_2fBi4zj7AHiq33r","Default Response Set","Anonymous",NA,NA,0,"2016-07-11 02:18:02","2016-07-11 02:29:55",1,NA,2,12,"British",28,"M",1,NA,NA,NA,NA,"Dutch",1,1,38.979,38.979,40.657,1,NA,38.98,38.98,40.657,1,1,0,0,24.612,0,2,2,1,NA,12,"IN_1_14",1,27,14,"IN","whQ","wh","Q","No","Block2","Yes","British","British","British","IN 14","wh 14","M","M","w"
"278",810,"R_2fBi4zj7AHiq33r","Default Response Set","Anonymous",NA,NA,0,"2016-07-11 02:18:02","2016-07-11 02:29:55",1,NA,2,12,"British",28,"M",1,NA,NA,NA,NA,"Dutch",1,1,38.979,38.979,40.657,1,NA,38.98,38.98,40.657,1,1,0,0,24.612,0,2,2,1,NA,12,"ST_2_1",2,28,1,"ST","oQ","other","Q","Yes","Block2","No","British","British","British","ST 1","other 1","F","F","d"
"279",981,"R_2fBi4zj7AHiq33r","Default Response Set","Anonymous",NA,NA,0,"2016-07-11 02:18:02","2016-07-11 02:29:55",1,NA,2,12,"British",28,"M",1,NA,NA,NA,NA,"Dutch",1,1,38.979,38.979,40.657,1,NA,38.98,38.98,40.657,1,1,0,0,24.612,0,2,2,1,NA,12,"ST_1_10",2,29,10,"ST","whQ","wh","Q","Yes","Block2","Yes","British","British","British","ST 10","wh 10","F","F","w"
"280",2310,"R_2fBi4zj7AHiq33r","Default Response Set","Anonymous",NA,NA,0,"2016-07-11 02:18:02","2016-07-11 02:29:55",1,NA,2,12,"British",28,"M",1,NA,NA,NA,NA,"Dutch",1,1,38.979,38.979,40.657,1,NA,38.98,38.98,40.657,1,1,0,0,24.612,0,2,2,1,NA,12,"IN_3",1,30,3,"IN","None","none","none","No","Block2","Yes","British","British","British","IN 3","none","F","F","a"
"281",1381,"R_2fBi4zj7AHiq33r","Default Response Set","Anonymous",NA,NA,0,"2016-07-11 02:18:02","2016-07-11 02:29:55",1,NA,2,12,"British",28,"M",1,NA,NA,NA,NA,"Dutch",1,1,38.979,38.979,40.657,1,NA,38.98,38.98,40.657,1,1,0,0,24.612,0,2,2,1,NA,12,"ST_14",2,31,14,"ST","None","none","none","Yes","Block2","No","British","British","British","ST 14","none","M","F","a"
"282",1231,"R_2fBi4zj7AHiq33r","Default Response Set","Anonymous",NA,NA,0,"2016-07-11 02:18:02","2016-07-11 02:29:55",1,NA,2,12,"British",28,"M",1,NA,NA,NA,NA,"Dutch",1,1,38.979,38.979,40.657,1,NA,38.98,38.98,40.657,1,1,0,0,24.612,0,2,2,1,NA,12,"IN_13",1,32,13,"IN","None","none","none","No","Block2","Yes","British","British","British","IN 13","none","M","F","a"
"283",1631,"R_2fBi4zj7AHiq33r","Default Response Set","Anonymous",NA,NA,0,"2016-07-11 02:18:02","2016-07-11 02:29:55",1,NA,2,12,"British",28,"M",1,NA,NA,NA,NA,"Dutch",1,1,38.979,38.979,40.657,1,NA,38.98,38.98,40.657,1,1,0,0,24.612,0,2,2,1,NA,12,"IN_4_17",1,33,17,"IN","oNonQ","other","other","No","Block2","No","British","British","British","IN 17","other 17","M","F","a"
"284",1281,"R_2fBi4zj7AHiq33r","Default Response Set","Anonymous",NA,NA,0,"2016-07-11 02:18:02","2016-07-11 02:29:55",1,NA,2,12,"British",28,"M",1,NA,NA,NA,NA,"Dutch",1,1,38.979,38.979,40.657,1,NA,38.98,38.98,40.657,1,1,0,0,24.612,0,2,2,1,NA,12,"ST_4_13",2,34,13,"ST","oNonQ","other","other","Yes","Block2","No","British","British","British","ST 13","other 13","M","M","a"
"285",1981,"R_2fBi4zj7AHiq33r","Default Response Set","Anonymous",NA,NA,0,"2016-07-11 02:18:02","2016-07-11 02:29:55",1,NA,2,12,"British",28,"M",1,NA,NA,NA,NA,"Dutch",1,1,38.979,38.979,40.657,1,NA,38.98,38.98,40.657,1,1,0,0,24.612,0,2,2,1,NA,12,"ST_1_20",2,35,20,"ST","whQ","wh","Q","Yes","Block2","Yes","British","British","British","ST 20","wh 20","M","M","w"
"286",2381,"R_2fBi4zj7AHiq33r","Default Response Set","Anonymous",NA,NA,0,"2016-07-11 02:18:02","2016-07-11 02:29:55",1,NA,2,12,"British",28,"M",1,NA,NA,NA,NA,"Dutch",1,1,38.979,38.979,40.657,1,NA,38.98,38.98,40.657,1,1,0,0,24.612,0,2,2,1,NA,12,"ST_24",2,36,24,"ST","None","none","none","Yes","Block2","Yes","British","British","British","ST 24","none","F","F","a"
"287",2331,"R_2fBi4zj7AHiq33r","Default Response Set","Anonymous",NA,NA,0,"2016-07-11 02:18:02","2016-07-11 02:29:55",1,NA,2,12,"British",28,"M",1,NA,NA,NA,NA,"Dutch",1,1,38.979,38.979,40.657,1,NA,38.98,38.98,40.657,1,1,0,0,24.612,0,2,2,1,NA,12,"IN_1_24",1,37,24,"IN","whQ","wh","Q","No","Block2","Yes","British","British","British","IN 24","wh 24","F","F","w"
"288",281,"R_2fBi4zj7AHiq33r","Default Response Set","Anonymous",NA,NA,0,"2016-07-11 02:18:02","2016-07-11 02:29:55",1,NA,2,12,"British",28,"M",1,NA,NA,NA,NA,"Dutch",1,1,38.979,38.979,40.657,1,NA,38.98,38.98,40.657,1,1,0,0,24.612,0,2,2,1,NA,12,"ST_4_3",2,38,3,"ST","oNonQ","other","other","Yes","Block2","No","British","British","British","ST 3","other 3","F","F","y"
"289",1731,"R_2fBi4zj7AHiq33r","Default Response Set","Anonymous",NA,NA,0,"2016-07-11 02:18:02","2016-07-11 02:29:55",1,NA,2,12,"British",28,"M",1,NA,NA,NA,NA,"Dutch",1,1,38.979,38.979,40.657,1,NA,38.98,38.98,40.657,1,1,0,0,24.612,0,2,2,1,NA,12,"IN_18",2,39,18,"IN","None","none","none","Yes","Block2","Yes","British","British","British","IN 18","none","F","F","a"
"290",831,"R_2fBi4zj7AHiq33r","Default Response Set","Anonymous",NA,NA,0,"2016-07-11 02:18:02","2016-07-11 02:29:55",1,NA,2,12,"British",28,"M",1,NA,NA,NA,NA,"Dutch",1,1,38.979,38.979,40.657,1,NA,38.98,38.98,40.657,1,1,0,0,24.612,0,2,2,1,NA,12,"IN_1_9",1,40,9,"IN","whQ","wh","Q","No","Block2","Yes","British","British","British","IN 9","wh 9","F","M","w"
"291",331,"R_2fBi4zj7AHiq33r","Default Response Set","Anonymous",NA,NA,0,"2016-07-11 02:18:02","2016-07-11 02:29:55",1,NA,2,12,"British",28,"M",1,NA,NA,NA,NA,"Dutch",1,1,38.979,38.979,40.657,1,NA,38.98,38.98,40.657,1,1,0,0,24.612,0,2,2,1,NA,12,"IN_1_4",1,41,4,"IN","whQ","wh","Q","No","Block2","No","British","British","British","IN 4","wh 4","F","F","w"
"292",1081,"R_2fBi4zj7AHiq33r","Default Response Set","Anonymous",NA,NA,0,"2016-07-11 02:18:02","2016-07-11 02:29:55",1,NA,2,12,"British",28,"M",1,NA,NA,NA,NA,"Dutch",1,1,38.979,38.979,40.657,1,NA,38.98,38.98,40.657,1,1,0,0,24.612,0,2,2,1,NA,12,"ST_2_11",2,42,11,"ST","oQ","other","Q","Yes","Block2","No","British","British","British","ST 11","other 11","M","M","a"
"293",381,"R_2fBi4zj7AHiq33r","Default Response Set","Anonymous",NA,NA,0,"2016-07-11 02:18:02","2016-07-11 02:29:55",1,NA,2,12,"British",28,"M",1,NA,NA,NA,NA,"Dutch",1,1,38.979,38.979,40.657,1,NA,38.98,38.98,40.657,1,1,0,0,24.612,0,2,2,1,NA,12,"ST_4",2,43,4,"ST","None","none","none","Yes","Block2","Yes","British","British","British","ST 4","none","F","F","a"
"294",1531,"R_2fBi4zj7AHiq33r","Default Response Set","Anonymous",NA,NA,0,"2016-07-11 02:18:02","2016-07-11 02:29:55",1,NA,2,12,"British",28,"M",1,NA,NA,NA,NA,"Dutch",1,1,38.979,38.979,40.657,1,NA,38.98,38.98,40.657,1,1,0,0,24.612,0,2,2,1,NA,12,"IN_3_16",1,44,16,"IN","whNonQ","wh","other","No","Block2","Yes","British","British","British","IN 16","wh 16","M","F","w"
